0pp0;Name;GraveNo;Enclosure Type;LaborAssessment;Burial No;Extra skeletal remains?;Notes on burial;Assemblage?;AnimalRemains;Lithics;HMPottery;Storage;FineVessels;DrinkingCups;Jewellery;Weapons;SpecialFinds;Imports;Grave Rank symbols;StartDate;Enddate;Chronology rating;;;;;;;;;
1073;Mound 1;4;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);4;;;N;;;;;;;;;;;0 - No symbols of status present;1300;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1073;Mound 1;5;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);5;;;N;;;;;;;;;;;0 - No symbols of status present;1300;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1073;Mound 1;6;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);6;;;N;;;;;;;;;;;0 - No symbols of status present;1300;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1074;Mound 2;1;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;primary burial;Y (looted);;;;;;;1 bone bead;;1 golden wreath (fragments);;1 - One or two status symbols (ochre, personal jewellery);-300;-200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1074;Mound 2;2;Simple pit;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;N;;;;;;;;;;;0 - No symbols of status present;1300;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1075;Laskovksa mogila;1;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;1 pot;;2 cups;;;;1 bronze coin;;1 - One or two status symbols (ochre, personal jewellery);150;300;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1078;Krastava mogila;1;Funeral pyre in a pit;major elaboration (ashlar /cist /stone lined grave, brick tomb in RM, rockcut PH tomb, combination of any of the above);1;;;Y;;;;;"2 jugs; 1 unguentarium, 1 oil lamp; (?) a great number of vessels ritually fragmented on top of the grave";1 kantharos;"1 golden sheet; 1 golden lunula; 1 golden earing, 1 golden ring with gem, (?) large number of beads, amulets and figurines";;"2 bronze lavers; 1 bronze bust of Diana, 1 wooden chest with applications; 1 silver coin - Trajan, 1 bornze phial, 1 bronze patera";"1 very elaborate bronze alver on a tripod, 1 ""scaraboid"" stone bead with incised figures";2 - Several symbols of status across multiple classes of artefacts (e.g. elaborate enclosure, weapons, jewellery, or imported goods..);100;125;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1079;Ruschova mogila;1;Funeral pyre in a pit;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;(?) several ceramic vessels;;1 silver earing;1 iron knife;;;1 - One or two status symbols (ochre, personal jewellery);150;200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1079;Ruschova mogila;2;Funeral pyre in a pit;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;only fragments from several vessels;;;;;;0 - No symbols of status present;100;150;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;1;Funeral pyre;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;The author speaks about jewelry and ceramic vessels found but does not specify types nor grave attribution.;;;;;;;;;;;not available;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;2;Funeral pyre;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;3;Funeral pyre;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;4;Funeral pyre;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;5;Funeral pyre;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;6;Funeral pyre;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;No data;;;;;;;;;;;not available;200;400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;7;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;1 bronze ring;;;;1 - One or two status symbols (ochre, personal jewellery);900;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;8;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;1 bracelet(?);;;;1 - One or two status symbols (ochre, personal jewellery);900;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;9;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;1 earing (?);;;;1 - One or two status symbols (ochre, personal jewellery);900;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;10;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;900;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;11;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;900;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;12;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;900;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;13;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;900;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;14;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;900;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;15;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;Y - Two Femurs;;N;;;;;;;;;;;0 - No symbols of status present;900;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;16;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;900;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;17;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;900;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1080;Mound 1;18;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;900;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1081;Momina mogila;1;Tomb with dromos;massive labor expenditure (Ostrusha style tomb, or multi-chamber ashlar tomb, or giant earth mantle, ...);1;;Disturbed;Y - looted;Y- Horse;;;Fragments of several amphorae;fragments of many vessels;;;;parts of a Golden diadem and textile with golden threats;;3 - A massive quantity of symbols (precious metals, imported goods, elaborate enclosure, lots of burial goods, human sacrifices);-325;-275;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1081;Momina mogila;1;Tomb with dromos;massive labor expenditure (Ostrusha style tomb, or multi-chamber ashlar tomb, or giant earth mantle, ...);2;;Disturbed;Y - looted;Y- Horse;;;Fragments of several amphorae;;;;;;;3 - A massive quantity of symbols (precious metals, imported goods, elaborate enclosure, lots of burial goods, human sacrifices);-325;-275;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1081;Momina mogila;1;Tomb with dromos;massive labor expenditure (Ostrusha style tomb, or multi-chamber ashlar tomb, or giant earth mantle, ...);3;;Secondary burial, or reburial in the Dromos of the tomb;Y;;;;Fragments of an amphora;"1 oinochoe; 2 strainers";;;fragments of iron spearheads;gold-plated bronze wreath;;2 - Several symbols of status across multiple classes of artefacts (e.g. elaborate enclosure, weapons, jewellery, or imported goods..);-325;-275;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1082;Karakochova mogila;1;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;900;1400;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1082;Karakochova mogila;2;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;several ceramic vessels;;;;;;1 - One or two status symbols (ochre, personal jewellery);200;400;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1082;Karakochova mogila;3;Tiled grave;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;;Y;;;;;1 pot;1 cup;;;;;1 - One or two status symbols (ochre, personal jewellery);200;400;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1082;Karakochova mogila;4;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;(?)ceramic vessels;;;;;;1 - One or two status symbols (ochre, personal jewellery);200;400;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1082;Karakochova mogila;5;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;(?) ceramic vessels;;;;;;1 - One or two status symbols (ochre, personal jewellery);200;400;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1082;Karakochova mogila;6;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;(?)ceramic vessels;;;;;;1 - One or two status symbols (ochre, personal jewellery);200;400;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1082;Karakochova mogila;7;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;Y - cattle and sheep;;;;1 bowl, 1 plate, 1 oil lamp;1 cup;;;1 iron key;;1 - One or two status symbols (ochre, personal jewellery);200;400;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1082;Karakochova mogila;8;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;1 bowl, 1 pot;;(?) beads;;;;1 - One or two status symbols (ochre, personal jewellery);200;400;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1082;Karakochova mogila;9;Urn;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;(?)ceramic vessels;;;;;;1 - One or two status symbols (ochre, personal jewellery);200;400;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1082;Karakochova mogila;10;Funeral pyre;some elaboration (marks of a coffin, small stone circle, tiled or stone lined grave of RM period);1;;primary burial;Y;;;"1 jar wit ""Tsepina"" style decoration";;4 bowl, 1 jug;;"(?) iron pins; (?) iron fibulae, 1 bronze fibula; 1 silver necklase, 2 silver earings, ";(?) iron knives;9 silver coins - 92-79 BC;;2 - Several symbols of status across multiple classes of artefacts (e.g. elaborate enclosure, weapons, jewellery, or imported goods..);-75;0;3 - a number of burial aspects consulted and crossreferenced to formulate a date;;;;;;;;;
1083;Chitashka mogila;1;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;1100;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1083;Chitashka mogila;2;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;1100;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1083;Chitashka mogila;3;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;(?) glass bracelets;;;;1 - One or two status symbols (ochre, personal jewellery);1100;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1083;Chitashka mogila;4;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;1100;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1083;Chitashka mogila;5;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;1100;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1083;Chitashka mogila;6;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;1100;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1083;Chitashka mogila;7;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;1100;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1083;Chitashka mogila;8;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;(?) glass bracelets;;;;1 - One or two status symbols (ochre, personal jewellery);1100;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1083;Chitashka mogila;9;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;Y;;;;;;;(?) glass bracelets;;;;1 - One or two status symbols (ochre, personal jewellery);1100;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1083;Chitashka mogila;10;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;1100;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1083;Chitashka mogila;11;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;1100;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1083;Chitashka mogila;12;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;1100;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1083;Chitashka mogila;13;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;1100;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
1083;Chitashka mogila;14;Simple pit;no elaboration (eg.a pit or no indistinct enclosure in PH or LIA period);1;;;N;;;;;;;;;;;0 - No symbols of status present;1100;1200;1 - rough estimate by author on basis of the assemblage;;;;;;;;;
